,_id,date,favourites,language,latitude,longitude,retweets,tweet,user
93,5cc0507391c00645a4021759,24/04/2019 12:02,0,en,6.43933012,3.47121794,0,"We are in the end game now, get a chance to be one of the super hero's that save the world , see you today . 
.
.… https://t.co/Np59rWNRmk",PhotoGenicNg
94,5cc050a891c00645a402175b,24/04/2019 12:03,0,en,13.98772605,100.6165104,0,"#AvengersEndgame (@ Major Cineplex Rangsit in Thanyaburi, Pathum Thani) https://t.co/2WhwLCLOsY",WhatAver
95,5cc050d091c00645a402175d,24/04/2019 12:04,0,en,40.36551,-79.98213,0,"Over the next week, please be mindful of others in the shop. We will have seen #AvengersEndgame after opening night… https://t.co/6zK065J0X6",SouthSideComics
96,5cc050f191c00645a402175f,24/04/2019 12:04,0,en,3.13443126,101.7229271,0,#SaveMoneyII #avengersendgame #SpecialScreening #谢谢邀请 #KOLS #小象直播 #火箭公会 @ MyTOWN Shopping Centre https://t.co/eXkWsWbdXG,kiro_qile
97,5cc0515491c00645a4021761,24/04/2019 12:06,0,en,15.16782612,120.580101,0,After a whole day of paper works 📃📜 now it’s time to chill . I’m ready for you #thanos #avengersendgame #nowshowing… https://t.co/Gj6TNBySz1,metmiitch
98,5cc0517d91c00645a4021763,24/04/2019 12:07,0,en,3.127835,101.724505,0,"Whatever it takes! #avengersendgame
As usual, I will go for the 1st show.

TGV starts 1st. Bought the tixs at 9am.… https://t.co/FE7DbIwM6N",merrYabbYLaraC
99,5cc051a791c00645a4021765,24/04/2019 12:08,0,en,13.98947427,100.6170515,0,"#AvengersEndGame

Walang tanghalian at hapunan, tubig lang.
Tanong! Mapanuod ko kaya to ng maayos ng 3hours? Haha… https://t.co/mPKH2GKnQw",PrinceBert
100,5cc051d291c00645a4021767,24/04/2019 12:08,0,th,13.74606968,100.5340924,0,"ถึงเวลา ""เผด็จศึก""
#AvengersEndgame #AvengersThailand #EndgameTH @ Paragon Cineplex https://t.co/pLiFVWPwF5",cocoonball
101,5cc051d591c00645a4021769,24/04/2019 12:08,0,en,3.02757347,101.7179059,0,"#AvengersEndGame (at @TGVCinemas in Seri Kembangan, Selangor) https://t.co/bfcoe8W2i9",khairuzam
102,5cc0520691c00645a402176b,24/04/2019 12:09,0,en,14.64052,121.06108,0,Us after watching the #avengersendgame . 💯 What a great time to be alive and to witness an amazing tribute to the M… https://t.co/obIVfEpF2X,wadoughs
103,5cc0522f91c00645a402176d,24/04/2019 12:10,0,th,13.69761446,100.5372852,0,"#AvengersEndgame (@ Major Cineplex Rama 3 in Yan Nawa, Bangkok) https://t.co/uPl6hiORoh",nanznan
104,5cc0528191c00645a402176f,24/04/2019 12:11,0,th,8.15986824,99.67603036,0,🎬 ทำไมตื่นเต้นมากกกก 🤩#AvengersEndGame #อเวนเจอร์สเผด็จศึก @ Major Cineplex สหไทยพลาซ่า ทุ่งสง https://t.co/XV27UaAM1a,nuttakorn25
105,5cc0535291c00645a4021771,24/04/2019 12:15,0,en,1.53562583,110.3576103,0,"#AvengersEndgame (@ MBO Cinemas in Kuching, Sarawak) https://t.co/cYB7DyCRm6",pjzkr
106,5cc0536491c00645a4021773,24/04/2019 12:15,0,en,25.25820199,51.4415345,0,"#AvengersEndgame (@ Villaggio IMAX in Doha, Qatar) https://t.co/mQbRzb7m0N",Moolan_
107,5cc0536891c00645a4021775,24/04/2019 12:15,0,en,5.9714,116.095,0,"Everyone got their eyes on #avengersendgame but I got my eyes on you.

#pickupline #avengers #dontspoiltheendgame @… https://t.co/4y8anUiY5u",nabilmahir
108,5cc0915891c0063b20537dab,24/04/2019 16:39,0,en,3.14833,101.616785,0,"Please, when you see the movie don't spoil it for others, the same way you wouldn't want it spoiled for you!… https://t.co/9oh0t2OiNf",Menorrmirr
109,5cc0918b91c0063b20537dad,24/04/2019 16:40,0,ar,29.33946338,48.06618106,0,"#AvengersEndgame  🍿 (@ Cinescape in Sālimīyah, Kuwait, Muḩāfaz̧at Ḩawallī) https://t.co/r3aFVXKrka",IaFo2e
110,5cc0919391c0063b20537daf,24/04/2019 16:40,0,it,45.16764,10.8234,0,"#AvengersEndgame!!! (@ Cinecity in Mantova, MN) https://t.co/4Zu0w6OCnY",iseeadarkness_
111,5cc0919591c0063b20537db1,24/04/2019 16:40,0,en,3.02757347,101.7179059,0,"#AvengersEndGame 🚀 (at @TGVCinemas in Seri Kembangan, Selangor) https://t.co/vuZC3EE6bK",syxrs
112,5cc0924d91c0063b20537db3,24/04/2019 16:43,0,en,15.16782612,120.580101,0,Yeah it’s all about time machine and going to the past to fix everything #avengersendgame #nowwatching #nowshowing… https://t.co/jc4nd2v2tp,metmiitch
113,5cc0929991c0063b20537db5,24/04/2019 16:45,0,th,12.95050642,100.8880305,0,#avengersendgame #pattaya #thailand @ Terminal21 Pattaya Shopping Mall https://t.co/KQRY4F1N9s,nl_galaxy
